170106026,HS424
170106027,HS415
170106029,HS421
170106030,HS421
170106031,HS421
170106032,HS401
170106034,HS401
170106036,HS429
170106037,HS420
170106038,HS421
170106039,HS424
170106041,HS409
170106042,HS427
170106043,HS427
170106045,HS424
170106046,HS425
170106047,HS420
170106049,HS420
170106050,HS424
170106051,HS429
170106052,HS420
170106053,HS420
170106055,HS401
170106056,HS415
170106057,HS425
170106058,HS429
170106060,HS415
170106061,HS415
170106062,HS429
170106063,HS427
170106065,HS415
170106066,HS427
170106067,HS415
170107001,HS424
170107002,HS427
170107006,HS409
170107007,HS421
170107010,HS401
170107011,HS427
170107012,HS421
170107013,HS409
170107014,HS429
170107015,HS421
170107017,HS427
170107018,HS427
170107021,HS427
170107022,HS427
170107023,HS427
170107024,HS421
170107025,HS424
170107026,HS424
170107027,HS415
170107028,HS425
170107030,HS424
170107031,HS421
170107032,HS409
170107033,HS421
170107034,HS409
170107035,HS421
170107036,HS409
170107037,HS429
170107038,HS401
170107040,HS401
170107041,HS401
170107042,HS421
170107043,HS421
170107045,HS409
170107047,HS409
170107049,HS415
170107051,HS409
170107052,HS424
170107053,HS415
170107055,HS401
170107056,HS401
170107057,HS421
170107059,HS427
170107061,HS409
170107063,HS424
170107064,HS424
170107065,HS429
170107067,HS409
170107068,HS409
170107071,HS401
170107072,HS427
170107073,HS421
170108001,HS429
170108002,HS409
170108003,HS415
170108005,HS415
170108006,HS427
170108007,HS409
170108008,HS415
170108009,HS401
170108011,HS425
170108012,HS427
170108013,HS409
170108015,HS401
170108016,HS421
170108017,HS420
170108019,HS409
170108020,HS420
170108023,HS409
170108025,HS401
170108026,HS420
170108027,HS424
170108028,HS429
170108029,HS429
170108030,HS427
170108031,HS427
170108032,HS421
170108033,HS409
170108034,HS401
170108035,HS429
170108036,HS415
170108037,HS415
170108038,HS415
170108039,HS409
170108041,HS421
170108042,HS427
170108043,HS409
170108044,HS421
170108045,HS415
170108046,HS409
170108047,HS415
170108048,HS429
170108049,HS429
170108050,HS415
170108051,HS415
170121001,HS409
170121003,HS409
170121004,HS429
170121005,HS427
170121006,HS401
170121008,HS429
170121009,HS420
170121010,HS421
170121011,HS421
170121012,HS427
170121013,HS409
170121014,HS401
170121015,HS425
170121016,HS421
170121018,HS421
170121019,HS427
170121020,HS409
170121023,HS427
170121026,HS401
170121027,HS421
170121028,HS421
170121029,HS421
170121030,HS420
170121033,HS421
170121034,HS421
170121035,HS427
170121037,HS424
170121038,HS424
170121039,HS424
170121040,HS429
170121041,HS421
170121042,HS424
170121044,HS415
170121045,HS415
170121048,HS420
170121050,HS420
170122001,HS401
170122003,HS401
170122004,HS421
170122005,HS409
170122007,HS420
170122008,HS409
170122009,HS421
170122011,HS429
170122012,HS409
170122013,HS424
170122014,HS425
170122015,HS409
170122016,HS427
170122017,HS420
170122019,HS409
170122022,HS424
170122023,HS409
170122024,HS415
170122025,HS409
170122026,HS429
170122027,HS429
170122028,HS427
170122029,HS424
170122030,HS401
170122031,HS427
170122033,HS401
170122034,HS427
170122036,HS420
170122037,HS425
170122038,HS415
170122039,HS415
170122040,HS420
170122041,HS427
170122042,HS427
170122044,HS424
170122045,HS409
170122046,HS420
170122048,HS425
170122049,HS420
170122050,HS425
170123001,HS429
170123002,HS409
170123003,HS425
170123007,HS427
170123008,HS427
170123010,HS409
170123011,HS429
170123012,HS421
170123013,HS401
170123014,HS421
170123015,HS429
170123016,HS429
170123017,HS427
170123018,HS429
170123019,HS409
170123020,HS429
170123021,HS427
170123022,HS415
170123023,HS409
170123024,HS429
170123026,HS415
170123027,HS429
170123028,HS429
170123029,HS429
170123031,HS429
170123032,HS415
170123033,HS421
170123034,HS429
170123035,HS415
170123036,HS427
170123037,HS427
170123038,HS429
170123039,HS429
170123040,HS425
170123041,HS409
170123042,HS429
170123043,HS425
170123044,HS421
170123045,HS427
170123046,HS429
170123048,HS409
170123049,HS424
170123051,HS429
170123052,HS415
170123053,HS429
170123054,HS421
170123056,HS409
170123057,HS429
170123058,HS429
170123059,HS429
170123060,HS429
170123062,HS401
170123063,HS427
170123064,HS424
170205001,HS409
170205002,HS424
170205003,HS425
170205004,HS421
170205006,HS425
170205007,HS425
170205008,HS425
170205010,HS425
170205011,HS425
170205012,HS425
170205013,HS421
170205014,HS424
170205015,HS425
170205016,HS425
170205017,HS401
170205019,HS424
170205020,HS401
170205021,HS425
170205022,HS425
170205023,HS425
170205024,HS420
170205025,HS420
170205026,HS420
170205027,HS424
170205028,HS421
170205029,HS425
170205030,HS424
170205031,HS420
170205032,HS425
170205033,HS420
170205034,HS425
170205035,HS424
170205036,HS421
170205039,HS424
170205040,HS425
170205041,HS427
170205042,HS420
170205043,HS421
170205045,HS420
190101001,HS123
190101002,HS135
190101003,HS116
190101004,HS114
190101005,HS123
190101006,HS138
190101007,HS123
190101008,HS139
190101009,HS125
190101010,HS116
190101011,HS123
190101012,HS138
190101013,HS114
190101014,HS114
190101015,HS135
190101016,HS123
190101017,HS136
190101018,HS123
190101019,HS114
190101020,HS116
190101021,HS135
190101022,HS113
190101023,HS116
190101024,HS116
190101025,HS135
190101026,HS116
190101027,HS135
190101028,HS116
190101029,HS135
190101030,HS116
190101031,HS135
190101032,HS116
190101033,HS132
190101034,HS135
190101035,HS123
190101036,HS136
190101037,HS123
190101038,HS114
190101039,HS107
190101040,HS114
190101041,HS113
190101042,HS132
190101043,HS116
190101044,HS114
190101045,HS135
190101046,HS138
190101047,HS113
190101048,HS116
190101049,HS138
190101050,HS113
190101051,HS116
190101052,HS123
190101053,HS114
190101054,HS113
190101055,HS116
190101056,HS116
190101057,HS138
190101058,HS116
190101059,HS134
190101060,HS139
190101061,HS116
190101062,HS138
190101063,HS116
190101064,HS107
190101065,HS138
190101066,HS114
190101067,HS123
190101068,HS123
190101069,HS114
190101070,HS114
190101071,HS107
190101072,HS132
190101073,HS139
190101074,HS135
190101075,HS135
190101076,HS135
190101077,HS123
190101078,HS114
190101079,HS114
190101080,HS116
190101081,HS123
190101082,HS116
190101083,HS138
190101084,HS136
190101085,HS132
190101086,HS139
190101087,HS114
190101088,HS114
190101089,HS123
190101090,HS138
190101091,HS136
190101092,HS135
190101093,HS135
190101094,HS134
190101095,HS138
190101096,HS135
190101097,HS138
190101098,HS123
190101099,HS123
190101100,HS125
190101101,HS116
190101102,HS114
190101103,HS123
190101104,HS123
190101105,HS114
190101106,HS123
190101107,HS114
190101108,HS114
190101109,HS135
190101110,HS114
190101111,HS123
190102001,HS114
190102003,HS134
190102006,HS136
190102007,HS125
190102008,HS116
190102010,HS113
190102011,HS134
190102012,HS114
190102013,HS116
190102014,HS125
190102015,HS107
190102016,HS138
190102017,HS134
190102018,HS107
190102019,HS125
190102020,HS116
190102021,HS113
190102022,HS116
190102023,HS136
190102024,HS136
190102025,HS116
190102026,HS123
190102027,HS123
190102029,HS116
190102030,HS135
190102031,HS134
190102032,HS116
190102033,HS134
190102034,HS125
190102035,HS107
190102036,HS135
190102037,HS134
190102038,HS135
190102039,HS136
190102040,HS125
190102041,HS134
190102042,HS125
190102043,HS123
190102044,HS125
190102045,HS132
190102046,HS116
190102048,HS125
190102050,HS114
190102051,HS107
190102052,HS114
190102053,HS107
190102054,HS116
190102055,HS132
190102056,HS134
190102057,HS132
190102058,HS116
190102059,HS138
190102060,HS123
190102061,HS135
190102062,HS135
190102063,HS135
190102064,HS123
190102065,HS136
190102066,HS116
190102067,HS138
190102068,HS134
190102069,HS116
190102070,HS107
190102071,HS114
190102072,HS114
190102073,HS123
190102075,HS135
190102076,HS138
190102077,HS116
190102078,HS134
190102079,HS132
190102080,HS136
190102081,HS132
190102082,HS114
190102083,HS113
190102084,HS116
190102085,HS132
190102088,HS123
190102089,HS123
190102090,HS135
190102091,HS134
190102092,HS123
190102093,HS116
190102094,HS114
190102095,HS116
190102096,HS123
190102097,HS114
190102098,HS116
190102099,HS123
190102100,HS135
190102101,HS125
190102102,HS114
190102103,HS123
190102104,HS138
190102105,HS135
190102106,HS113
190102107,HS113
190102108,HS123
190102109,HS125
190102110,HS114
190102111,HS114
190103002,HS135
190103003,HS138
190103004,HS113
190103005,HS107
190103006,HS132
190103008,HS125
190103009,HS134
190103010,HS139
190103011,HS139
190103012,HS116
190103013,HS132
190103014,HS125
190103015,HS135
190103016,HS138
190103017,HS125
190103018,HS134
190103020,HS123
190103021,HS125
190103022,HS113
190103023,HS116
190103024,HS136
190103025,HS135
190103026,HS116
190103027,HS134
190103028,HS116
190103029,HS139
190103030,HS139
190103031,HS136
190103032,HS138
190103033,HS107
190103034,HS139
190103035,HS125
190103036,HS136
190103037,HS107
190103040,HS136
190103043,HS132
190103044,HS125
190103045,HS136
190103046,HS123
190103047,HS123
190103048,HS136
190103049,HS113
190103050,HS138
190103052,HS135
190103053,HS116
190103054,HS135
190103055,HS134
190103056,HS139
190103057,HS138
190103058,HS138
190103059,HS136
190103060,HS136
190103061,HS136
190103062,HS136
190103065,HS135
190103066,HS132
190103067,HS132
190103069,HS136
190103070,HS114
190103071,HS107
190103073,HS139
190103074,HS138
190103075,HS116
190103076,HS136
190103077,HS139
190103078,HS136
190103079,HS113
190103080,HS136
190103081,HS136
190103082,HS125
190103083,HS135
190103084,HS114
190103086,HS114
190103087,HS125
190103088,HS125
190103090,HS116
190103091,HS132
190103092,HS135
190103094,HS136
190103095,HS134
190103096,HS134
190103097,HS123
190103098,HS139
190103099,HS136
190103101,HS132
190103102,HS135
190103104,HS123
190103105,HS136
190103106,HS114
190103107,HS135
190103108,HS138
190103109,HS114
190103110,HS123
190103111,HS123
190103112,HS123
190103113,HS138
190103114,HS138
190103115,HS135
190103116,HS132
190103117,HS135
190103118,HS113
190103119,HS125
190103120,HS125
190103121,HS116
190103122,HS125
190103123,HS114
190103124,HS123
190104001,HS114
190104002,HS136
190104004,HS132
190104005,HS134
190104006,HS125
190104007,HS136
190104009,HS107
190104010,HS125
190104011,HS135
190104012,HS134
190104013,HS139
190104014,HS125
190104015,HS139
190104016,HS113
190104018,HS132
190104019,HS132
190104020,HS113
190104021,HS132
190104022,HS132
190104023,HS138
190104024,HS136
190104025,HS113
190104026,HS136
190104027,HS134
190104028,HS134
190104029,HS136
190104030,HS136
190104031,HS138
190104033,HS134
190104034,HS132
190104035,HS138
190104036,HS116
190104037,HS134
190104038,HS113
190104039,HS134
190104040,HS134
190104041,HS113
190104042,HS113
190104043,HS139
190104044,HS139
190104046,HS125
190104048,HS138
190104049,HS125
190104050,HS125
190104052,HS114
190104053,HS136
190104054,HS134
190104057,HS116
190104059,HS136
190104062,HS116
190104063,HS139
190104064,HS132
190104065,HS138
190104067,HS132
190104068,HS116
190104069,HS138
190104070,HS134
190104071,HS138
190104072,HS134
190104074,HS107
190104075,HS139
190104076,HS132
190104077,HS114
190104079,HS132
190104080,HS134
190104081,HS136
190104082,HS134
190104083,HS132
190104084,HS136
190104085,HS138
190104086,HS139
190104087,HS134
190104088,HS139
190104089,HS136
190104090,HS107
190104091,HS107
190104092,HS139
190104093,HS113
190104097,HS134
190104098,HS136
190104099,HS132
190104100,HS107
190104101,HS125
190106002,HS114
190106003,HS139
190106005,HS107
190106006,HS114
190106008,HS107
190106009,HS113
190106010,HS125
190106011,HS138
190106012,HS136
190106013,HS139
190106014,HS116
190106015,HS136
190106016,HS132
190106018,HS139
190106019,HS136
190106020,HS107
190106022,HS125
190106023,HS134
190106025,HS125
190106026,HS125
190106027,HS138
190106028,HS132
190106029,HS132
190106030,HS113
190106031,HS136
190106032,HS113
190106033,HS113
190106035,HS138
190106036,HS107
190106037,HS138
190106038,HS136
190106039,HS132
190106040,HS125
190106041,HS114
190106042,HS138
190106043,HS125
190106045,HS125
190106046,HS132
190106047,HS125
190106049,HS139
190106051,HS139
190106052,HS125
190106053,HS139
190106054,HS139
190106055,HS139
190106056,HS132
190106057,HS132
190106058,HS114
190106061,HS125
190106062,HS139
190106063,HS139
190106064,HS132
190106065,HS113
190106066,HS132
190106067,HS136
190106068,HS107
190106069,HS132
190106072,HS107
190106074,HS138
190106075,HS125
190107001,HS138
190107002,HS113
190107003,HS134
190107004,HS132
190107005,HS138
190107006,HS132
190107007,HS135
190107008,HS125
190107009,HS136
190107010,HS113
190107011,HS132
190107013,HS114
190107015,HS114
190107016,HS125
190107017,HS139
190107018,HS123
190107019,HS132
190107020,HS107
190107021,HS132
190107022,HS116
190107024,HS107
190107025,HS134
190107026,HS132
190107027,HS114
190107028,HS116
190107029,HS107
190107031,HS107
190107032,HS139
190107033,HS138
190107034,HS125
190107036,HS114
190107037,HS134
190107039,HS116
190107040,HS134
190107042,HS135
190107043,HS132
190107044,HS134
190107045,HS132
190107046,HS114
190107047,HS139
190107048,HS138
190107049,HS132
190107050,HS139
190107051,HS113
190107052,HS136
190107053,HS139
190107054,HS134
190107055,HS138
190107056,HS136
190107057,HS136
190107058,HS113
190107059,HS125
190107060,HS139
190107061,HS138
190107063,HS132
190107066,HS116
190107067,HS134
190107068,HS125
190107069,HS107
190107070,HS125
190107071,HS132
190107072,HS136
190107074,HS125
190107075,HS114
190107076,HS136
190107077,HS132
190107078,HS138
190107080,HS107
190107081,HS136
190107082,HS132
190107083,HS125
190107084,HS135
190107085,HS125
190107086,HS125
190108001,HS135
190108002,HS107
190108004,HS135
190108005,HS113
190108007,HS136
190108008,HS123
190108009,HS114
190108010,HS132
190108011,HS135
190108013,HS135
190108014,HS134
190108015,HS138
190108017,HS116
190108018,HS113
190108019,HS135
190108020,HS113
190108021,HS135
190108022,HS125
190108023,HS139
190108024,HS135
190108025,HS132
190108026,HS135
190108027,HS136
190108029,HS134
190108030,HS113
190108031,HS134
190108032,HS134
190108033,HS138
190108034,HS113
190108035,HS125
190108036,HS139
190108037,HS135
190108038,HS136
190108039,HS107
190108040,HS132
190108041,HS114
190108042,HS136
190108043,HS135
190108045,HS116
190108046,HS114
190108048,HS135
190108049,HS139
190108050,HS113
190108051,HS139
190108053,HS135
190108054,HS113
190108055,HS125
190108056,HS135
190108057,HS136
190108058,HS138
190108059,HS123
190108060,HS123
190108061,HS123
190108062,HS132
190108063,HS114
190108064,HS134
190108065,HS116
190108066,HS123
190108069,HS123
190108070,HS123
190108071,HS114
190121001,HS107
190121002,HS134
190121003,HS132
190121004,HS132
190121005,HS123
190121006,HS134
190121007,HS113
190121008,HS113
190121009,HS107
190121010,HS123
190121011,HS132
190121014,HS132
190121015,HS134
190121016,HS132
190121018,HS114
190121019,HS114
190121020,HS107
190121022,HS139
190121023,HS123
190121024,HS139
190121025,HS136
190121026,HS107
190121027,HS113
190121028,HS136
190121029,HS135
190121032,HS135
190121033,HS134
190121034,HS136
190121035,HS139
190121038,HS125
190121040,HS107
190121041,HS138
190121042,HS113
190121043,HS107
190121044,HS107
190121045,HS132
190121046,HS135
190121047,HS139
190121048,HS138
190121049,HS136
190121050,HS113
190121051,HS132
190121052,HS138
190121053,HS116
190121054,HS135
190121055,HS107
190121057,HS135
190121058,HS138
190121059,HS113
190121060,HS134
190121061,HS123
190121062,HS113
190122001,HS107
190122005,HS107
190122006,HS138
190122007,HS125
190122008,HS132
190122009,HS138
190122010,HS107
190122011,HS116
190122012,HS107
190122013,HS107
190122014,HS107
190122015,HS107
190122016,HS138
190122017,HS139
190122018,HS107
190122019,HS139
190122020,HS138
190122022,HS134
190122023,HS125
190122024,HS116
190122025,HS138
190122026,HS134
190122027,HS135
190122029,HS135
190122032,HS125
190122033,HS113
190122034,HS134
190122035,HS136
190122036,HS107
190122037,HS134
190122038,HS134
190122039,HS125
190122040,HS138
190122042,HS139
190122043,HS107
190122044,HS125
190122045,HS116
190122046,HS136
190122047,HS136
190122048,HS116
190122049,HS116
190122050,HS113
190122051,HS134
190122053,HS114
190122054,HS132
190122055,HS125
190122056,HS125
190122057,HS107
190123001,HS138
190123002,HS134
190123003,HS134
190123004,HS116
190123005,HS114
190123006,HS123
190123007,HS125
190123008,HS135
190123009,HS107
190123010,HS135
190123011,HS123
190123012,HS138
190123013,HS123
190123014,HS114
190123015,HS134
190123016,HS113
190123017,HS113
190123018,HS134
190123019,HS138
190123020,HS136
190123021,HS123
190123022,HS116
190123023,HS116
190123025,HS114
190123026,HS135
190123027,HS123
190123028,HS114
190123029,HS134
190123030,HS134
190123031,HS116
190123032,HS136
190123033,HS139
190123034,HS114
190123035,HS125
190123036,HS123
190123037,HS125
190123038,HS135
190123039,HS138
190123040,HS132
190123041,HS114
190123042,HS132
190123043,HS134
190123044,HS123
190123045,HS135
190123047,HS125
190123048,HS136
190123049,HS123
190123050,HS135
190123051,HS134
190123052,HS132
190123053,HS123
190123054,HS123
190123055,HS123
190123056,HS123
190123057,HS134
190123058,HS113
190123059,HS123
190123060,HS135
190123061,HS125
190123062,HS123
190123063,HS116
190123064,HS138
190123065,HS123
190123066,HS114
190123067,HS125
190123068,HS123
190123069,HS114
190123070,HS136
190123071,HS123
190205001,HS113
190205002,HS138
190205003,HS139
190205004,HS113
190205005,HS113
190205006,HS113
190205007,HS113
190205008,HS107
190205009,HS116
190205010,HS113
190205011,HS113
190205012,HS114
190205013,HS139
190205014,HS113
190205015,HS132
190205016,HS136
190205017,HS138
190205018,HS138
190205019,HS139
190205020,HS107
190205021,HS107
190205022,HS138
190205023,HS113
190205024,HS107
190205025,HS107
190205026,HS113
190205027,HS138
190205028,HS113
190205029,HS139
190205031,HS107
190205032,HS135
190205033,HS116
190205034,HS113
190205035,HS113
190205036,HS114
190205037,HS113
190205038,HS134
190205039,HS113
190205040,HS134
190205041,HS139
190205042,HS132
190205043,HS125
190205044,HS139
190205045,HS113
190205046,HS107
190205047,HS113
190205048,HS113
190205050,HS139
190205051,HS114
190205052,HS139
190205053,HS113
190205054,HS113
190205055,HS107
190205056,HS134
